city,timestamp,temperature,season,rolling_mean,anomaly
Beijing,2010-04-16,12.382377199941777,spring,13.427407689298063,Expected
Beijing,2010-04-17,14.10198494196465,spring,13.413787612509022,Expected
Beijing,2010-04-18,13.971603110177558,spring,13.450173858849011,Expected
Beijing,2010-04-19,2.6156065080668918,spring,13.337146283422067,Anomaly
Beijing,2010-04-20,8.423064185668704,spring,13.13966084459692,Expected
Beijing,2010-04-21,12.63855446974054,spring,12.769913607434543,Expected
Beijing,2010-04-22,18.0607323978598,spring,12.716293362761325,Expected
Beijing,2010-04-23,11.067401924994254,spring,12.65616217211256,Expected
Beijing,2010-04-24,11.2826047293187,spring,12.561300719135788,Expected
Beijing,2010-04-25,14.02560047076857,spring,12.540125560434769,Expected
Beijing,2010-04-26,14.059770971253986,spring,12.377132094171213,Expected
Beijing,2010-04-27,10.636045339606053,spring,12.334179191763473,Expected
Beijing,2010-04-28,12.026446082482202,spring,12.432768711226865,Expected
Beijing,2010-04-29,9.69149634320978,spring,12.079408851878183,Expected
Beijing,2010-04-30,5.084428884621908,spring,11.592574788634442,Anomaly
Beijing,2010-05-01,15.261086943804944,spring,11.589020934627856,Expected
Beijing,2010-05-02,17.102664494083317,spring,11.7224904769372,Expected
Beijing,2010-05-03,20.774851213983936,spring,12.005290934154788,Anomaly
Beijing,2010-05-04,12.118880665501775,spring,11.914640044256583,Expected
Beijing,2010-05-05,9.753292639088652,spring,11.648667902486752,Expected
Beijing,2010-05-06,7.227146487924971,spring,11.378006040764634,Anomaly
Beijing,2010-05-07,14.786344348911182,spring,11.56455883219118,Expected
Beijing,2010-05-08,9.27555789311454,spring,11.66329098728076,Expected
Beijing,2010-05-09,10.224069290194794,spring,11.596928432018242,Expected
Beijing,2010-05-10,13.075460900064089,spring,11.738708354914229,Expected
Beijing,2010-05-11,13.563908069373085,spring,11.834659027284893,Expected
Beijing,2010-05-12,12.809355262014114,spring,11.85273684957489,Expected
Beijing,2010-05-13,16.183219600429346,spring,11.929822857237832,Expected
Beijing,2010-05-14,9.676266882154636,spring,11.808297267282986,Expected
Beijing,2010-05-15,9.221012538508212,spring,12.037361159627563,Expected
Beijing,2010-05-16,18.30906241066081,spring,12.2349173333182,Anomaly
Beijing,2010-05-17,14.939752936509882,spring,12.262842933136374,Expected
Beijing,2010-05-18,14.621224682135091,spring,12.28449698553496,Expected
Beijing,2010-05-19,5.879551251612651,spring,12.393295143653152,Anomaly
Beijing,2010-05-20,7.556563764318394,spring,12.364411796274807,Anomaly
Beijing,2010-05-21,3.430753574317457,spring,12.057485099760704,Anomaly
Beijing,2010-05-22,20.517213841602107,spring,12.139367814552115,Anomaly
Beijing,2010-05-23,8.065832267300106,spring,12.039315492628978,Expected
Beijing,2010-05-24,10.803268309506612,spring,12.023337611968573,Expected
Beijing,2010-05-25,17.57563774024993,spring,12.141672187617951,Expected
Beijing,2010-05-26,6.493614708166434,spring,11.889466978848368,Anomaly
Beijing,2010-05-27,19.797182150394043,spring,12.194838205874634,Anomaly
Beijing,2010-05-28,18.769232362181555,spring,12.41959774853128,Anomaly
Beijing,2010-05-29,13.595163963655953,spring,12.549720002546149,Expected
Beijing,2010-05-30,10.56952828993312,spring,12.732556649389858,Expected
Beijing,2010-05-31,14.237043932519915,spring,12.698421882347024,Expected
Beijing,2010-06-01,30.252287736037577,summer,13.136742657078832,Expected
Beijing,2010-06-02,32.81837101162978,summer,13.53819331700036,Anomaly
Beijing,2010-06-03,26.137509290149207,summer,14.005480937821941,Expected
Beijing,2010-06-04,23.80237311437084,summer,14.473783620331346,Expected
Beijing,2010-06-05,20.10793723895422,summer,14.903143312032324,Anomaly
Beijing,2010-06-06,23.374107602827475,summer,15.189402087162867,Expected
Beijing,2010-06-07,21.685503332841154,summer,15.603066935153754,Anomaly
Beijing,2010-06-08,23.60914081734944,summer,16.04923598605891,Expected
Beijing,2010-06-09,37.63508541891963,summer,16.867890136687425,Anomaly
Beijing,2010-06-10,24.90784638952402,summer,17.24602141402579,Expected
Beijing,2010-06-11,26.16242024194885,summer,17.691123580023614,Expected
Beijing,2010-06-12,29.73171504885862,summer,18.14274009497126,Expected
Beijing,2010-06-13,33.93122469336852,summer,18.95123868867839,Anomaly
Beijing,2010-06-14,27.08561311988322,summer,19.546725374724222,Expected
Beijing,2010-06-15,36.540197864231295,summer,20.154429889843236,Anomaly
Beijing,2010-06-16,30.924479626905047,summer,20.687254112856408,Expected
Beijing,2010-06-17,29.09480392150447,summer,21.169706754168722,Expected
Beijing,2010-06-18,25.18131983878091,summer,21.813099040407664,Expected
Beijing,2010-06-19,27.98447699256796,summer,22.49402948134932,Expected
Beijing,2010-06-20,24.213307066917466,summer,23.186781264435982,Expected
Beijing,2010-06-21,35.954712003275475,summer,23.701364536491763,Anomaly
Beijing,2010-06-22,24.96200857252453,summer,24.264570413332578,Expected
Beijing,2010-06-23,23.13018302614105,summer,24.675467570553725,Expected
Beijing,2010-06-24,29.17571713776129,summer,25.062136883804104,Expected
Beijing,2010-06-25,25.454193232297055,summer,25.69415616794179,Expected
Beijing,2010-06-26,18.345595725850487,summer,25.64576995379034,Anomaly
Beijing,2010-06-27,33.22321836316134,summer,26.12756948715633,Anomaly
Beijing,2010-06-28,27.86966091233387,summer,26.60338605211226,Expected
Beijing,2010-06-29,32.16748389699762,summer,27.323317905681076,Anomaly
Beijing,2010-06-30,27.93408600933069,summer,27.7798859749081,Expected
Beijing,2010-07-01,21.91807912793404,summer,27.502079021304656,Anomaly
Beijing,2010-07-02,21.68758044629932,summer,27.131052669126973,Anomaly
Beijing,2010-07-03,20.58753238226709,summer,26.94605343886423,Anomaly
Beijing,2010-07-04,21.46468079368015,summer,26.86813036150788,Anomaly
Beijing,2010-07-05,31.5336975957087,summer,27.24898904006636,Expected
Beijing,2010-07-06,24.52925018531108,summer,27.287493792815813,Expected
Beijing,2010-07-07,25.69595561744537,summer,27.421175535635953,Expected
Beijing,2010-07-08,26.1213434348373,summer,27.50491562288555,Expected
Beijing,2010-07-09,24.855152258174492,summer,27.078917850860712,Expected
Beijing,2010-07-10,25.098605096524317,summer,27.085276474427392,Expected
Beijing,2010-07-11,26.43175309144468,summer,27.094254236077248,Expected
Beijing,2010-07-12,26.43376505845219,summer,26.984322569730367,Expected
Beijing,2010-07-13,37.017189335466895,summer,27.08718805780031,Anomaly
Beijing,2010-07-14,24.776612848017336,summer,27.01022138207145,Expected
Beijing,2010-07-15,30.54261020477828,summer,26.81030179342302,Expected
Beijing,2010-07-16,21.72645892163836,summer,26.50370110324746,Anomaly
Beijing,2010-07-17,22.524980766781503,summer,26.284706998090027,Expected
Beijing,2010-07-18,26.067917237205364,summer,26.31426024470418,Expected
Beijing,2010-07-19,25.42566675493058,summer,26.228966570116263,Expected
Beijing,2010-07-20,24.51487226675481,summer,26.239018743444174,Expected
Beijing,2010-07-21,25.510085990796373,summer,25.890864543028204,Expected
Beijing,2010-07-22,30.73087262278397,summer,26.083160011370186,Expected
Beijing,2010-07-23,24.900950674360537,summer,26.14218559964417,Expected
Beijing,2010-07-24,25.853154356754803,summer,26.03143350694395,Expected
Beijing,2010-07-25,32.9673836467237,summer,26.28187318742484,Anomaly
Beijing,2010-07-26,25.924492100989205,summer,26.534503066596134,Expected
Beijing,2010-07-27,19.744113953636308,summer,26.085199586278634,Anomaly
Beijing,2010-07-28,31.010102165260182,summer,26.189880961376176,Expected
Beijing,2010-07-29,31.42111947701887,summer,26.165002147376885,Expected
Beijing,2010-07-30,36.23162492039937,summer,26.44158677774584,Anomaly
Beijing,2010-07-31,21.749154323087783,summer,26.435955950917627,Anomaly
Beijing,2010-08-01,24.382661076140533,summer,26.525791971912337,Expected
Beijing,2010-08-02,37.09617584893464,summer,27.076080087467922,Anomaly
Beijing,2010-08-03,23.976518221991952,summer,27.15980800174498,Expected
Beijing,2010-08-04,29.408105488942105,summer,27.088954931519428,Expected
Beijing,2010-08-05,24.536106012093075,summer,27.08918345907883,Expected
Beijing,2010-08-06,32.53732939509324,summer,27.31722925166709,Anomaly
Beijing,2010-08-07,22.664580079869367,summer,27.20200380650149,Expected
Beijing,2010-08-08,27.217642235939596,summer,27.280753472426998,Expected
Beijing,2010-08-09,24.38713188580479,summer,27.257037698736344,Expected
Beijing,2010-08-10,36.84592575401946,summer,27.60417678748884,Anomaly
Beijing,2010-08-11,32.32857205771967,summer,27.80067035413109,Anomaly
Beijing,2010-08-12,23.09369328430219,summer,27.336553819092263,Expected
Beijing,2010-08-13,28.87947108392531,summer,27.473315760289196,Expected
Beijing,2010-08-14,27.836520317192004,summer,27.38311276403632,Expected
Beijing,2010-08-15,15.906600743332636,summer,27.18911749142613,Anomaly
Beijing,2010-08-16,22.985059177363297,summer,27.204453438445523,Expected
Beijing,2010-08-17,24.64603787225889,summer,27.157057459613974,Expected
Beijing,2010-08-18,25.010756531239,summer,27.143227118824253,Expected
Beijing,2010-08-19,34.22563761177947,summer,27.466919296991744,Anomaly
Beijing,2010-08-20,27.93529305161672,summer,27.547759532352423,Expected
Beijing,2010-08-21,33.03343552250746,summer,27.624511629009874,Anomaly
Beijing,2010-08-22,29.610536974671614,summer,27.781497839020243,Expected
Beijing,2010-08-23,23.888119820302464,summer,27.715996687805163,Expected
Beijing,2010-08-24,26.978411960184864,summer,27.51636429825387,Expected
Beijing,2010-08-25,28.239325849006388,summer,27.593525423187774,Expected
Beijing,2010-08-26,29.092298303029445,summer,27.905131568167544,Expected
Beijing,2010-08-27,27.19262195228861,summer,27.777882227735162,Expected
Beijing,2010-08-28,28.870056010994546,summer,27.692846778867683,Expected
Beijing,2010-08-29,24.091246641022643,summer,27.28816750288846,Expected
Beijing,2010-08-30,15.96041281217973,summer,27.095209452524855,Anomaly
Beijing,2010-08-31,28.46512454913957,summer,27.231291568291493,Expected
Beijing,2010-09-01,16.81548867499848,autumn,26.555268662493617,Expected
Beijing,2010-09-02,19.85444206846504,autumn,26.417866124042725,Expected
Beijing,2010-09-03,16.391665571326016,autumn,25.983984793455523,Expected
Beijing,2010-09-04,15.809489253498212,autumn,25.693097568169026,Expected
Beijing,2010-09-05,20.42270160077957,autumn,25.289276641691902,Expected
Beijing,2010-09-06,2.235801466404755,autumn,24.608317354576414,Anomaly
Beijing,2010-09-07,14.814431313320494,autumn,24.19487699048911,Expected
Beijing,2010-09-08,14.2917601175433,autumn,23.85836459821373,Expected
Beijing,2010-09-09,18.89663620790071,autumn,23.260054946676437,Expected
Beijing,2010-09-10,17.110892610695455,autumn,22.752798965108965,Expected
Beijing,2010-09-11,14.565378860139631,autumn,22.46852181763688,Expected
Beijing,2010-09-12,16.357556581551933,autumn,22.051124667557765,Expected
Beijing,2010-09-13,9.42704490210748,autumn,21.437475487054947,Anomaly
Beijing,2010-09-14,15.82243082580261,autumn,21.43466982313728,Expected
Beijing,2010-09-15,21.9164280049966,autumn,21.39904878405839,Anomaly
Beijing,2010-09-16,17.44230137270811,autumn,21.158924234073364,Expected
Beijing,2010-09-17,14.447592433883218,autumn,20.806818764161505,Expected
Beijing,2010-09-18,13.369877576069625,autumn,20.111626762971177,Expected
Beijing,2010-09-19,17.707521221764853,autumn,19.770701035309447,Expected
Beijing,2010-09-20,9.68076294091304,autumn,18.992278615922963,Anomaly
Beijing,2010-09-21,18.880726866295557,autumn,18.634618278977097,Expected
Beijing,2010-09-22,20.135228929335693,autumn,18.50952191594487,Expected
Beijing,2010-09-23,18.608830408172548,autumn,18.230535864211127,Expected
Beijing,2010-09-24,11.711163305547233,autumn,17.67959711276249,Expected
Beijing,2010-09-25,23.27980146960357,autumn,17.485847218314962,Anomaly
Beijing,2010-09-26,18.35067317348968,autumn,17.191115592354997,Expected
Beijing,2010-09-27,14.992581056545646,autumn,16.728533093873367,Expected
Beijing,2010-09-28,15.468988384815248,autumn,16.441124485333123,Expected
Beijing,2010-09-29,23.669491577537663,autumn,16.69809377751172,Anomaly
Beijing,2010-09-30,15.996982395888535,autumn,16.28248903907002,Expected
Beijing,2010-10-01,18.53251634929547,autumn,16.339723294879914,Expected
Beijing,2010-10-02,15.660295548620246,autumn,16.19991841088509,Expected
Beijing,2010-10-03,15.406514128003025,autumn,16.16708002944099,Expected
Beijing,2010-10-04,10.278582465986991,autumn,15.982716469857284,Anomaly
Beijing,2010-10-05,18.21148187319266,autumn,15.909009145604387,Expected
Beijing,2010-10-06,22.8647905672724,autumn,16.59664211563331,Anomaly
Beijing,2010-10-07,18.98370476902901,autumn,16.735617897490258,Expected
Beijing,2010-10-08,21.142715648133063,autumn,16.96398308184325,Anomaly
Beijing,2010-10-09,9.465645376627345,autumn,16.649616720800804,Anomaly
Beijing,2010-10-10,16.557194747126843,autumn,16.63116012534852,Expected
Beijing,2010-10-11,13.125671975430532,autumn,16.583169895858212,Expected
Beijing,2010-10-12,15.415651726150424,autumn,16.55177306734483,Expected
Beijing,2010-10-13,4.199151901311998,autumn,16.377509967318314,Anomaly
Beijing,2010-10-14,20.220685702609853,autumn,16.524118463211888,Expected
Beijing,2010-10-15,22.239939582143425,autumn,16.534902182450118,Anomaly
Beijing,2010-10-16,12.366658665479472,autumn,16.365714092209164,Expected
Beijing,2010-10-17,17.235692060022547,autumn,16.458650746413806,Expected
Beijing,2010-10-18,11.414902022776452,autumn,16.393484894637368,Expected
Beijing,2010-10-19,11.67386116564754,autumn,16.192362892766788,Expected
Beijing,2010-10-20,9.647168139985892,autumn,16.19124306606922,Anomaly
Beijing,2010-10-21,10.949615051249204,autumn,15.926872672234339,Expected
Beijing,2010-10-22,21.194500629377824,autumn,15.962181728902411,Anomaly
Beijing,2010-10-23,25.052574430997943,autumn,16.17697319632992,Anomaly
Beijing,2010-10-24,14.497193954054246,autumn,16.26984088461349,Expected
Beijing,2010-10-25,14.938227465389964,autumn,15.99178841780637,Expected
Beijing,2010-10-26,25.529805591185067,autumn,16.23109283172955,Anomaly
Beijing,2010-10-27,9.980057789303007,autumn,16.064008722821466,Anomaly
Beijing,2010-10-28,16.08940207853699,autumn,16.084689179278858,Expected
Beijing,2010-10-29,12.856643433967603,autumn,15.724260907826517,Expected
Beijing,2010-10-30,13.24965772088061,autumn,15.632683418659589,Expected
Beijing,2010-10-31,5.705098348536339,autumn,15.205102818634286,Anomaly
Beijing,2010-11-01,23.729434480603874,autumn,15.47407411636707,Anomaly
Beijing,2010-11-02,16.553778544629296,autumn,15.512316263587946,Expected
Beijing,2010-11-03,26.238763347238944,autumn,16.04432229296301,Anomaly
Beijing,2010-11-04,21.40546220867205,autumn,16.150788304145657,Anomaly
Beijing,2010-11-05,17.053379678793558,autumn,15.95707460786303,Expected
Beijing,2010-11-06,17.85332558281257,autumn,15.919395301655817,Expected
Beijing,2010-11-07,13.227800592774273,autumn,15.655564799810522,Expected
Beijing,2010-11-08,10.352918205981831,autumn,15.685140560789005,Anomaly
Beijing,2010-11-09,14.62728990521029,autumn,15.620810399391786,Expected
Beijing,2010-11-10,12.356878895436644,autumn,15.595183963391992,Expected
Beijing,2010-11-11,16.026409398680798,autumn,15.615542552476336,Expected
Beijing,2010-11-12,16.456026810019274,autumn,16.024105049433246,Expected
Beijing,2010-11-13,22.7583779544096,autumn,16.108694791159902,Anomaly
Beijing,2010-11-14,9.569237998285272,autumn,15.686338071697968,Anomaly
Beijing,2010-11-15,13.31314784727859,autumn,15.717887711091269,Expected
Beijing,2010-11-16,16.351539651604188,autumn,15.68841596414399,Expected
Beijing,2010-11-17,20.214768180750983,autumn,15.981744836076475,Expected
Beijing,2010-11-18,23.169485830235505,autumn,16.364932324896074,Anomaly
Beijing,2010-11-19,12.533209756684684,autumn,16.461133712119366,Expected
Beijing,2010-11-20,23.152425948911947,autumn,16.867894075374792,Anomaly
Beijing,2010-11-21,12.431848124813143,autumn,16.57580565855597,Expected
Beijing,2010-11-22,21.143693404691604,autumn,16.445509624345757,Anomaly
Beijing,2010-11-23,0.5049664903506361,autumn,15.979102042222305,Anomaly
Beijing,2010-11-24,12.78646446149374,autumn,15.9073766087591,Expected
Beijing,2010-11-25,21.715251705828145,autumn,15.780224812580533,Anomaly
Beijing,2010-11-26,11.699708760837304,autumn,15.837546511631675,Expected
Beijing,2010-11-27,20.12043081769573,autumn,15.9719141362703,Expected
Beijing,2010-11-28,18.679586781473123,autumn,16.166012247853818,Expected
Beijing,2010-11-29,16.479091570487306,autumn,16.273660042840707,Expected
Beijing,2010-11-30,13.064691053513386,autumn,16.518979799673275,Expected
Beijing,2010-12-01,-0.7025770860494398,winter,15.704579414118166,Expected
Beijing,2010-12-02,-2.342583276712042,winter,15.074700686740123,Expected
Beijing,2010-12-03,-0.2610505503897216,winter,14.191373556819167,Expected
Beijing,2010-12-04,-6.818391946204375,winter,13.250578418323284,Expected
Beijing,2010-12-05,-2.785406575328116,winter,12.589285543185897,Expected
Beijing,2010-12-06,-8.08539335354659,winter,11.72466157864059,Anomaly
Beijing,2010-12-07,-2.157140491346904,winter,11.211830209169884,Expected
Beijing,2010-12-08,-4.040277925440996,winter,10.732057004789123,Expected
Beijing,2010-12-09,-7.941524268281332,winter,9.97976319900607,Anomaly
Beijing,2010-12-10,1.3670472940455929,winter,9.6134354789597,Expected
Beijing,2010-12-11,-7.307244774214496,winter,8.835647006529857,Anomaly
Beijing,2010-12-12,1.6935327917476628,winter,8.34356387258747,Expected
Beijing,2010-12-13,8.192833082888802,winter,7.858045710203444,Anomaly
Beijing,2010-12-14,-1.3921288561674658,winter,7.49266681505502,Expected
Beijing,2010-12-15,5.337400327313121,winter,7.226808564389504,Anomaly
Beijing,2010-12-16,0.600042475239777,winter,6.70175865851069,Expected
Beijing,2010-12-17,3.598277302162586,winter,6.147875629224411,Anomaly
Beijing,2010-12-18,-0.9894970330451898,winter,5.342576200448388,Expected
Beijing,2010-12-19,3.1925984938792515,winter,5.031222491688207,Anomaly
Beijing,2010-12-20,4.221610037971846,winter,4.40019529465687,Anomaly
Beijing,2010-12-21,-5.0331892029951,winter,3.818027383729928,Expected
Beijing,2010-12-22,2.4925840917504862,winter,3.1963237399652242,Expected
Beijing,2010-12-23,-6.1311757835388105,winter,2.9751189975022427,Expected
Beijing,2010-12-24,-3.700815814120383,winter,2.4255429883151054,Expected
Beijing,2010-12-25,2.4658586735830843,winter,1.7838965539069365,Expected
Beijing,2010-12-26,-3.565734551496277,winter,1.2750484434958171,Expected
Beijing,2010-12-27,6.40593937086069,winter,0.8178987286013158,Anomaly
Beijing,2010-12-28,-7.093040036493414,winter,-0.04118883199756865,Expected
Beijing,2010-12-29,-4.470528338450027,winter,-0.7395094956288131,Expected
Beijing,2010-12-30,-2.144807554497714,winter,-1.2464927825625165,Expected
Beijing,2010-12-31,1.3416213755155957,winter,-1.178352833843682,Expected
Beijing,2011-01-01,-6.16315955513191,winter,-1.3057053764576776,Expected
Beijing,2011-01-02,-0.0478184970727948,winter,-1.2985976413471134,Expected
Beijing,2011-01-03,-2.4858145569988395,winter,-1.1541783950402622,Expected
Beijing,2011-01-04,5.8856103870511145,winter,-0.8651444962942878,Anomaly
Beijing,2011-01-05,-9.351174629463646,winter,-0.907337205491523,Anomaly
Beijing,2011-01-06,-4.5168685202604095,winter,-0.9859948064553065,Expected
Beijing,2011-01-07,-7.417191201994147,winter,-1.0985585823404116,Anomaly
Beijing,2011-01-08,-2.63553921026467,winter,-0.9216924137398562,Expected
Beijing,2011-01-09,-7.469845947179945,winter,-1.2162555217807072,Anomaly
Beijing,2011-01-10,2.21059972104308,winter,-0.8989940386054548,Expected
Beijing,2011-01-11,3.496527369779047,winter,-0.8388942193377421,Anomaly
Beijing,2011-01-12,-8.333126543940368,winter,-1.3897595402320477,Anomaly
Beijing,2011-01-13,-4.856633984998154,winter,-1.5052430445264038,Expected
Beijing,2011-01-14,-4.80263944229465,winter,-1.8432443701799963,Expected
Beijing,2011-01-15,-8.11309510272586,winter,-2.1336822894455176,Anomaly
Beijing,2011-01-16,-4.835692932698615,winter,-2.4148146306075575,Expected
Beijing,2011-01-17,-8.983550177148327,winter,-2.681283068744329,Anomaly
Beijing,2011-01-18,3.8244165314138217,winter,-2.6602224674931767,Anomaly
Beijing,2011-01-19,-3.1697114416695165,winter,-2.906599850147889,Expected
Beijing,2011-01-20,5.494455178749156,winter,-2.555678370756413,Anomaly
Beijing,2011-01-21,-2.768833457639224,winter,-2.7310589557360703,Expected
Beijing,2011-01-22,-0.3445332077113265,winter,-2.538170869875154,Expected
Beijing,2011-01-23,4.374254924097327,winter,-2.2690018452678973,Anomaly
